LOGGER04.txt,00000,00:00:02,00000,0000,009,39,23.17,95934,458.8
LOGGER04.txt,00001,00:00:03,00000,0000,015,39,23.21,95937,458.5
LOGGER04.txt,00002,00:00:03,00000,0000,020,39,23.24,95933,458.8
LOGGER04.txt,00003,00:00:04,00400,0000,024,39,23.27,95928,459.7
LOGGER04.txt,00004,00:00:05,00400,0000,032,39,23.32,95933,458.9
LOGGER04.txt,00005,00:00:06,00400,0000,037,39,23.37,95924,459.6
LOGGER04.txt,00006,00:00:07,00400,0000,043,39,23.39,95933,458.8
LOGGER04.txt,00007,00:00:08,00400,0000,049,38,23.44,95924,459.6
LOGGER04.txt,00008,00:00:09,00400,0000,055,38,23.47,95930,459.1
LOGGER04.txt,00009,00:00:10,00400,0000,058,38,23.50,95928,459.2
LOGGER04.txt,00010,00:00:11,00400,0000,066,38,23.52,95927,459.4
LOGGER04.txt,00011,00:00:12,00400,0000,066,38,23.56,95931,459.0
LOGGER04.txt,00012,00:00:13,00400,0000,064,39,23.59,95925,459.6
LOGGER04.txt,00013,00:00:14,00400,0000,063,39,23.63,95926,459.2
LOGGER04.txt,00014,00:00:15,00400,0000,063,39,23.67,95937,458.5
LOGGER04.txt,00015,00:00:16,00400,0000,063,39,23.69,95927,459.3
LOGGER04.txt,00016,00:00:17,00434,0005,066,39,23.72,95935,458.7
LOGGER04.txt,00017,00:00:18,00426,0003,060,38,23.74,95927,459.3
LOGGER04.txt,00018,00:00:19,00418,0002,064,38,23.77,95932,458.9
LOGGER04.txt,00019,00:00:20,00405,0000,063,38,23.80,95926,459.4
LOGGER04.txt,00020,00:00:21,00400,0000,063,38,23.82,95927,459.4
LOGGER04.txt,00021,00:00:22,00400,0000,057,38,23.83,95928,459.3
LOGGER04.txt,00022,00:00:23,00400,0000,060,38,23.85,95929,459.2
LOGGER04.txt,00023,00:00:24,00400,0000,057,38,23.87,95926,458.9
LOGGER04.txt,00024,00:00:25,00400,0000,056,37,23.89,95930,459.1
LOGGER04.txt,00025,00:00:26,00400,0000,058,37,23.91,95929,459.1
